STT;TenNgoaite;Ngoaite;TyGiaNgoaiTe-VND;Thang;Nam
59;GUINEA FRANC;GNF;3;6;2022
60;QUETZAL;GTQ;3016;6;2022
61;GUINEA BISSAU PESO;GWP;0;6;2022
62;GUYANA DOLLAR;GYD;111;6;2022
63;GIBRALTAR POUND;GIP;18359;6;2022
64;HONGKONG DOLLAR;HKD;2947;6;2022
65;LEMPIRA;HNL;950;6;2022
66;KUNA;HRK;3295;6;2022
67;GOURDE;HTG;210;6;2022
68;FORINT;HUF;63;6;2022
69;RUPIAH;IDR;2;6;2022
70;NEW ISRAELI SHEKEL;ILS;6926;6;2022
71;INDIAN RUPEE;INR;300;6;2022
72;IRAQI DINAR;IQD;16;6;2022
73;IRANIAN RIAL;IRR;1;6;2022
74;ICELAND KRONA;ISK;182;6;2022
75;JAMACAN DOLLAR;JMD;151;6;2022
76;JORDANIAN DINAR;JOD;32581;6;2022
77;YEN;JPY;179;6;2022
78;KENYAN SHILING;KES;198;6;2022
79;SOM;KGS;286;6;2022
80;COMORO FRANC;KMF;50;6;2022
81;NORTH KOREAN WON;KPW;178;6;2022
82;WON;KRW;18;6;2022
83;KUWAITI DINAR;KWD;74621;6;2022
84;CAYMAN ISLANDS DOLLAR;KYD;27870;6;2022
85;TENGE;KZT;55;6;2022
86;RIEL;KHR;6;6;2022
87;KIP;LAK;2;6;2022
88;LIBIAN POUND;LBP;15;6;2022
89;SRILANCA RUPEE;LKR;66;6;2022
90;LIBERIAN DOLLAR;LRD;154;6;2022
91;LOTI;LSL;1493;6;2022
92;LITHUANIAN LITAS;LTL;8117;6;2022
93;LUXEMBOURG FRANC;LUF;506;6;2022
94;LEBANESE DINAR;LYD;4860;6;2022
95;MOROCCAN DIRHAM;MAD;2339;6;2022
96;MOLDOVAN LEU;MDL;1220;6;2022
97;MALAGASY ARIARY;MGA;6;6;2022
98;DENAR;MKD;405;6;2022
99;KYAT;MMK;13;6;2022
100;TUGRIK;MNP;7;6;2022
101;PATACA;MOP;2863;6;2022
102;OUGUIYA;MRO;65;6;2022
103;MAURITUS RUPEE;MUR;532;6;2022
104;RUFIYAA;MVR;1500;6;2022
105;KWACHA;ZMK;23;6;2022
106;MAXICAN PESO;MXN;1182;6;2022
107;MEXUNIDAD DE INVERSIOR;MXV;1182;6;2022
108;MALAYSIAN RINGGIT;MYR;5288;6;2022
109;MOZAMBICAN METICAL;MZN;366;6;2022
110;NAMIBIA DOLLAR;NAD;1493;6;2022
111;CORDOBA ORO;NIO;648;6;2022
112;NORWEGIAN KRONE;NOK;2423;6;2022
113;NEPALESE RUPEE;NPR;186;6;2022
114;NEWZELAND DOLLAR;NZD;14827;6;2022
115;NAIRA;NGN;56;6;2022
116;RIAL OMANI;OMR;60875;6;2022
117;BALBOA;PAB;23132;6;2022
118;NUEVO SOL;PEN;6286;6;2022
119;KINA;PGK;6390;6;2022
120;PAKISTAN RUPEE;PKR;116;6;2022
121;ZLOTY;PLN;5239;6;2022
122;GUARANI;PYG;3;6;2022
123;PHILIPINE PESO;PHP;441;6;2022
124;QATARI RIAL;QAR;6355;6;2022
125;RÚP CHUYỂN NHƯỢNG;RCN;23132;6;2022
126;LEU;RON;5029;6;2022
127;RUSSIAN RUBLE (NEW);RUB;356;6;2022
128;RWANDA FRANC;RWF;23;6;2022
129;SAUDI RYAL;SAR;6169;6;2022
130;SOLOMON ISLANDS DOLLAR;SBD;2801;6;2022
131;SBYCHELLESS RUPEE;SCR;1809;6;2022
132;SUDANESE DINAR;SDD;116;6;2022
133;SDR;SDR;0;6;2022
134;SWEDISH KRONA;SEK;2333;6;2022
135;SINGAPORE DOLLAR;SGD;16728;6;2022
136;ST HELENA POUND;SHP;18359;6;2022
137;SLOVAKKORUNA;SKK;1073;6;2022
138;LEONE;SLL;2;6;2022
139;SOMA SHILING;SOS;40;6;2022
140;SURINAME DOLLAR;SRD;1109;6;2022
141;DOBRA;STD;1;6;2022
142;EL SALVADOR COLON;SVC;2644;6;2022
143;SYRIAN POUND;SYP;9;6;2022
144;LILANGENI;SZL;1493;6;2022
145;TAJIK RUBLE;TJR;10;6;2022
146;MANAT;TMM;2;6;2022
147;TUNISIAN DINAR;TND;7660;6;2022
148;PAANGA;TOP;9802;6;2022
149;TRINIDAD &TOBACO DOLLAR;TTD;3437;6;2022
150;NEW TAIWAN DOLLAR;TWD;782;6;2022
151;TANZANIAN SHILLING;TZS;10;6;2022
152;BAHT;THB;671;6;2022
153;NEW TURKISH LIRA;TRY;1501;6;2022
154;HRYVNIA;UAH;783;6;2022
155;UGANDA SMILING;UGX;6;6;2022
156;RUPXO VIET;USR;376;6;2022
157;PESOURUGUAYO;UYU;580;6;2022
158;UZBEKISTAN SUM;UZS;2;6;2022
159;BOLIVAR;VEF;0;6;2022
160;VATU;VUV;204;6;2022
161;TALA;WST;8568;6;2022
162;CFA FRANC BEAC;XAF;38;6;2022
163;EAST CARIBEAN DOLLAR;XCD;8568;6;2022
164;CFA FRANC BEAC;XAF;38;6;2022
165;CFP FRANC;XPF;209;6;2022
166;YEMENI RIAL;YER;93;6;2022
167;RAND;ZAR;1493;6;2022
168;KWACHA;ZMK;23;6;2022
;ĐÔLA Mỹ ;USD;23132;6;2022
1;UAE DIRHAM;AED;6430;5;2022
2;AFGHAN AFGHANI;AFN;272;5;2022
3;LEK;ALL;228;5;2022
4;ARMENIAN DRAM;AMD;61;5;2022
5;NETHANTILLIAN GUILDER;ANG;13271;5;2022
6;ANGOLAN KWANZA;AOA;47;5;2022
7;KWANZA REAJUSTADO;AOR;47;5;2022
8;ARGENTINE PESO;ARS;113;5;2022
9;AUSTRALIAN DOLLAR;AUD;15799;5;2022
10;ARUBAN GUILDER;AWG;13271;5;2022
11;AZERBAIJANIAN MANAT;AZN;13896;5;2022
12;CONVERTIBLE MARKS;BAM;13197;5;2022
13;BARBADOS DOLLAR;BBD;11812;5;2022
14;TAKA;BDT;220;5;2022
15;LEV;BGN;13197;5;2022
16;BAHARAINI DINAR;BHD;62166;5;2022
17;BURUNDI FRANC;BIF;11;5;2022
18;BERMUDIAN DOLLAR;BMD;23623;5;2022
19;BRUNEI DOLLAR;BND;17762;5;2022
20;BOLIVIANO;BOB;3449;5;2022
21;MVDOL;BOV;3449;5;2022
22;BRAZILIAN REAL;BRL;4665;5;2022
23;BAHAMIAN DOLLAR;BSD;23623;5;2022
24;NGULTRUM;BTN;288;5;2022
25;PULA;BWP;1807;5;2022
26;BELARUSIAN RUBLE;BYB;1;5;2022
27;BELIZE DOLLAR;BZD;11871;5;2022
28;CANADIAN DOLLAR;CAD;17500;5;2022
29;FRANC CONGOLAIS;CDF;11;5;2022
30;UNIDADES DE FOMENTO;CLF;30;5;2022
31;CHILEAN PESO;CLP;30;5;2022
32;YAN RENMINBI;CNY;3428;5;2022
33;COLOMBIAN PESO;COP;5;5;2022
34;COSTA RICAN COLON;CRC;44;5;2022
35;CZECH KORUNA;CZK;1096;5;2022
36;CUBAN PESO;CUP;984;5;2022
37;CAPE VERDE ESCUDO;CVE;234;5;2022
38;CZECH KORUNA;CZK;1096;5;2022
39;SWISS FRANC;CHF;26059;5;2022
40;EAST GERMAN MARK;DDM;10641;5;2022
41;DEUTSCH MARK;DEM;10641;5;2022
42;DJIBOUTI FRANC;DJF;133;5;2022
43;DANISH KRONE;DKK;3460;5;2022
44;DOMINICAN PESO;DOP;432;5;2022
45;ALGERIAN DINAR;DZD;175;5;2022
46;SUCRE;ECS;1;5;2022
47;UNIDAD DE VALOR CONSTANTE(UVC);ECV;1;5;2022
48;EGYPTIAN POUND;EGP;768;5;2022
49;NAKFA;ERN;1575;5;2022
50;ETHIOPIAN BIRR;ETB;438;5;2022
51;EURO;EUR;25773;5;2022
52;FIJI DOLLAR;FJD;155;5;2022
53;FALKLAND ISLANDS POUND;FKP;68;5;2022
54;FRENCH FRANC;FRF;2;5;2022
55;POUND STERLING;GBP;29331;5;2022
56;LARI;GEL;287;5;2022
57;CEDI;GHC;18;5;2022
58;DALASI;GMD;1;5;2022
59;GUINEA FRANC;GNF;174;5;2022
60;QUETZAL;GTQ;157;5;2022
61;GUINEA BISSAU PESO;GWP;33272;5;2022
62;GUYANA DOLLAR;GYD;175;5;2022
63;GIBRALTAR POUND;GIP;179;5;2022
64;HONGKONG DOLLAR;HKD;3008;5;2022
65;LEMPIRA;HNL;52;5;2022
66;KUNA;HRK;182;5;2022
67;GOURDE;HTG;18;5;2022
68;FORINT;HUF;76203;5;2022
69;RUPIAH;IDR;2;5;2022
70;NEW ISRAELI SHEKEL;ILS;6;5;2022
71;INDIAN RUPEE;INR;287;5;2022
72;IRAQI DINAR;IQD;2;5;2022
73;IRANIAN RIAL;IRR;72;5;2022
74;ICELAND KRONA;ISK;144;5;2022
75;JAMACAN DOLLAR;JMD;1327;5;2022
76;JORDANIAN DINAR;JOD;8289;5;2022
77;YEN;JPY;178;5;2022
78;KENYAN SHILING;KES;4952;5;2022
79;SOM;KGS;2316;5;2022
80;COMORO FRANC;KMF;1289;5;2022
81;NORTH KOREAN WON;KPW;5;5;2022
82;WON;KRW;18;5;2022
83;KUWAITI DINAR;KWD;11;5;2022
84;CAYMAN ISLANDS DOLLAR;KYD;7;5;2022
85;TENGE;KZT;2924;5;2022
86;RIEL;KHR;6;5;2022
87;KIP;LAK;1;5;2022
88;LIBIAN POUND;LBP;1532;5;2022
89;SRILANCA RUPEE;LKR;23;5;2022
90;LIBERIAN DOLLAR;LRD;1306;5;2022
91;LOTI;LSL;1306;5;2022
92;LITHUANIAN LITAS;LTL;5275;5;2022
93;LUXEMBOURG FRANC;LUF;374;5;2022
94;LEBANESE DINAR;LYD;1326;5;2022
95;MOROCCAN DIRHAM;MAD;653;5;2022
96;MOLDOVAN LEU;MDL;180;5;2022
97;MALAGASY ARIARY;MGA;14629;5;2022
98;DENAR;MKD;51;5;2022
99;KYAT;MMK;60572;5;2022
100;TUGRIK;MNT;23623;5;2022
101;PATACA;MOP;2921;5;2022
102;OUGUIYA;MRO;6526;5;2022
103;MAURITUS RUPEE;MUR;83;5;2022
104;RUFIYAA;MVR;5368;5;2022
105;KWACHA;ZMK;3;5;2022
106;MAXICAN PESO;MXN;435;5;2022
107;MEXUNIDAD DE INVERSIOR;MXV;6490;5;2022
108;MALAYSIAN RINGGIT;MYR;5349;5;2022
109;MOZAMBICAN METICAL;MZN;5215;5;2022
110;NAMIBIA DOLLAR;NAD;311;5;2022
111;CORDOBA ORO;NIO;22;5;2022
112;NORWEGIAN KRONE;NOK;2259;5;2022
113;NEPALESE RUPEE;NPR;2645;5;2022
114;NEWZELAND DOLLAR;NZD;14729;5;2022
115;NAIRA;NGN;0;5;2022
116;RIAL OMANI;OMR;2254;5;2022
117;BALBOA;PAB;17583;5;2022
118;NUEVO SOL;PEN;19051;5;2022
119;KINA;PGK;1096;5;2022
120;PAKISTAN RUPEE;PKR;1;5;2022
121;ZLOTY;PLN;5531;5;2022
122;GUARANI;PYG;659;5;2022
123;PHILIPINE PESO;PHP;1;5;2022
124;QATARI RIAL;QAR;2700;5;2022
125;RÚP CHUYỂN NHƯỢNG;RCN;9;5;2022
126;LEU;RON;1326;5;2022
127;RUSSIAN RUBLE (NEW);RUB;295;5;2022
128;RWANDA FRANC;RWF;2;5;2022
129;SAUDI RYAL;SAR;7620;5;2022
130;SOLOMON ISLANDS DOLLAR;SBD;9682;5;2022
131;SEYCHELLESS RUPEE;SCR;3500;5;2022
132;SUDANESE DINAR;SDD;772;5;2022
133;SDR;SDR;10;5;2022
134;SWEDISH KRONA;SEK;2282;5;2022
135;SINGAPORE DOLLAR;SGD;17743;5;2022
136;ST HELENA POUND;SHP;640;5;2022
137;SLOVAKKORUNA;SKK;6;5;2022
138;LEONE;SLL;307;5;2022
139;SOMA SHILING;SOS;608;5;2022
140;SURINAME DOLLAR;SRD;2;5;2022
141;DOBRA;STD;0;5;2022
142;EL SALVADOR COLON;SVC;202;5;2022
143;SYRIAN POUND;SYP;8497;5;2022
144;LILANGENI;SZL;39;5;2022
145;TAJIK RUBLE;TJR;8749;5;2022
146;MANAT;TMM;39;5;2022
147;TUNISIAN DINAR;TND;217;5;2022
148;PAANGA;TOP;94;5;2022
149;TRINIDAD &TOBACO DOLLAR;TTD;1326;5;2022
150;NEW TAIWAN DOLLAR;TWD;774;5;2022
151;TANZANIAN SHILLING;TZS;423;5;2022
152;BAHT;THB;691;5;2022
153;NEW TURKISH LIRA;TRY;1226;5;2022
154;HRYVNIA;UAH;13265;5;2022
155;UGANDA SHILING;UGX;10494;5;2022
156;RUP XO VIET;USR;8745;5;2022
157;PESO URUGUAYO;UYU;1286;5;2022
158;UZBEKISTAN SUM;UZS;8494;5;2022
159;BOLIVAR;VEF;610;5;2022
160;VATU;VUV;2;5;2022
161;TALA;WST;8285;5;2022
162;CFA FRANC BEAC;XAF;5;5;2022
163;EAST CARIBEAN DOLLAR;XCD;21;5;2022
164;CFA FRANC BEAC;XAF;5;5;2022
165;CFP FRANC;XPF;6487;5;2022
166;YEMENI RIAL;YER;175;5;2022
167;RAND;ZAR;2699;5;2022
168;KWACHA;ZMK;3;5;2022
;ĐÔLA Mỹ ;USD;23612;5;2022
1;UAE DIRHAM;AED;6434;4;2022
2;AFGHAN AFGHANI;AFN;272;4;2022
3;LEK;ALL;228;4;2022
4;ARMENIAN DRAM;AMD;61;4;2022
5;NETHANTILLIAN GUILDER;ANG;13271;4;2022
6;ANGOLAN KWANZA;AOA;47;4;2022
7;KWANZA REAJUSTADO;AOR;47;4;2022
8;ARGENTINE PESO;ARS;113;4;2022
9;AUSTRALIAN DOLLAR;AUD;15803;4;2022
10;ARUBAN GUILDER;AWG;13271;4;2022
11;AZERBAIJANIAN MANAT;AZN;13896;4;2022
12;CONVERTIBLE MARKS;BAM;13197;4;2022
13;BARBADOS DOLLAR;BBD;11812;4;2022
14;TAKA;BDT;220;4;2022
15;LEV;BGN;13197;4;2022
16;BAHARAINI DINAR;BHD;62166;4;2022
17;BURUNDI FRANC;BIF;11;4;2022
18;BERMUDIAN DOLLAR;BMD;23623;4;2022
19;BRUNEI DOLLAR;BND;17762;4;2022
20;BOLIVIANO;BOB;3449;4;2022
21;MVDOL;BOV;3449;4;2022
22;BRAZILIAN REAL;BRL;4521;4;2022
23;BAHAMIAN DOLLAR;BSD;23623;4;2022
24;NGULTRUM;BTN;288;4;2022
25;PULA;BWP;1807;4;2022
26;BELARUSIAN RUBLE;BYB;1;4;2022
27;BELIZE DOLLAR;BZD;11871;4;2022
28;CANADIAN DOLLAR;CAD;17271;4;2022
29;FRANC CONGOLAIS;CDF;11;4;2022
30;UNIDADES DE FOMENTO;CLF;30;4;2022
31;CHILEAN PESO;CLP;30;4;2022
32;YAN RENMINBI;CNY;3419;4;2022
33;COLOMBIAN PESO;COP;5;4;2022
34;COSTA RICAN COLON;CRC;44;4;2022
35;CZECH KORUNA;CZK;1096;4;2022
36;CUBAN PESO;CUP;984;4;2022
37;CAPE VERDE ESCUDO;CVE;234;4;2022
38;CZECH KORUNA;CZK;1096;4;2022
39;SWISS FRANC;CHF;25423;4;2022
40;EAST GERMAN MARK;DDM;10641;4;2022
41;DEUTSCH MARK;DEM;10641;4;2022
42;DJIBOUTI FRANC;DJF;133;4;2022
43;DANISH KRONE;DKK;3386;4;2022
44;DOMINICAN PESO;DOP;432;4;2022
45;ALGERIAN DINAR;DZD;175;4;2022
46;SUCRE;ECS;1;4;2022
47;UNIDAD DE VALOR CONSTANTE (UVC);ECV;1;4;2022
48;EGYPTIAN POUND;EGP;768;4;2022
49;NAKFA;ERN;1575;4;2022
50;ETHIOPIAN BIRR;ETB;438;4;2022
51;EURO;EUR;25203;4;2022
52;FIJI DOLLAR;FJD;10593;4;2022
53;FALKLAND ISLANDS POUND;FKP;19206;4;2022
54;FRENCH FRANC;FRF;3179;4;2022
55;POUND STERLING;GBP;28529;4;2022
56;LARI;GEL;9337;4;2022
57;CEDI;GHC;3;4;2022
58;DALASI;GMD;379;4;2022
59;GUINEA FRANC;GNF;3;4;2022
60;QUETZAL;GTQ;3032;4;2022
61;GUINEA BISSAU PESO;GWP;0;4;2022
62;GUYANA DOLLAR;GYD;112;4;2022
63;GIBRALTAR POUND;GIP;19206;4;2022
64;HONGKONG DOLLAR;HKD;3011;4;2022
65;LEMPIRA;HNL;962;4;2022
66;KUNA;HRK;3356;4;2022
67;GOURDE;HTG;155;4;2022
68;FORINT;HUF;68;4;2022
69;RUPIAH;IDR;2;4;2022
70;NEW ISRAELI SHEKEL;ILS;6580;4;2022
71;INDIAN RUPEE;INR;287;4;2022
72;IRAQI DINAR;IQD;18;4;2022
73;IRANIAN RIAL;IRR;1;4;2022
74;ICELAND KRONA;ISK;174;4;2022
75;JAMACAN DOLLAR;JMD;157;4;2022
76;JORDANIAN DINAR;JOD;33272;4;2022
77;YEN;JPY;175;4;2022
78;KENYAN SHILING;KES;179;4;2022
79;SOM;KGS;270;4;2022
80;COMORO FRANC;KMF;52;4;2022
81;NORTH KOREAN WON;KPW;182;4;2022
82;WON;KRW;18;4;2022
83;KUWAITI DINAR;KWD;76203;4;2022
84;CAYMAN ISLANDS DOLLAR;KYD;28461;4;2022
85;TENGE;KZT;52;4;2022
86;RIEL;KHR;6;4;2022
87;KIP;LAK;1;4;2022
88;LIBIAN POUND;LBP;2;4;2022
89;SRILANCA RUPEE;LKR;72;4;2022
90;LIBERIAN DOLLAR;LRD;144;4;2022
91;LOTI;LSL;1327;4;2022
92;LITHUANIAN LITAS;LTL;8289;4;2022
93;LUXEMBOURG FRANC;LUF;517;4;2022
94;LEBANESE DINAR;LYD;4952;4;2022
95;MOROCCAN DIRHAM;MAD;2316;4;2022
96;MOLDOVAN LEU;MDL;1289;4;2022
97;MALAGASY ARIARY;MGA;5;4;2022
98;DENAR;MKD;420;4;2022
99;KYAT;MMK;11;4;2022
100;TUGRIK;MNT;7;4;2022
101;PATACA;MOP;2924;4;2022
102;OUGUIYA;MRO;66;4;2022
103;MAURITUS RUPEE;MUR;516;4;2022
104;RUFIYAA;MVR;1532;4;2022
105;KWACHA;ZMK;23;4;2022
106;MAXICAN PESO;MXN;1306;4;2022
107;MEXUNIDAD DE INVERSIOR;MXV;1306;4;2022
108;MALAYSIAN RINGGIT;MYR;5275;4;2022
109;MOZAMBICAN METICAL;MZN;374;4;2022
110;NAMIBIA DOLLAR;NAD;1326;4;2022
111;CORDOBA ORO;NIO;653;4;2022
112;NORWEGIAN KRONE;NOK;2249;4;2022
113;NEPALESE RUPEE;NPR;180;4;2022
114;NEWZELAND DOLLAR;NZD;14629;4;2022
115;NAIRA;NGN;51;4;2022
116;RIAL OMANI;OMR;60572;4;2022
117;BALBOA;PAB;23623;4;2022
118;NUEVO SOL;PEN;6299;4;2022
119;KINA;PGK;6526;4;2022
120;PAKISTAN RUPEE;PKR;83;4;2022
121;ZLOTY;PLN;5358;4;2022
122;GUARANI;PYG;3;4;2022
123;PHILIPINE PESO;PHP;435;4;2022
124;QATARI RIAL;QAR;6490;4;2022
125;RÚP CHUYỂN NHƯỢNG;RCN;23623;4;2022
126;LEU;RON;5215;4;2022
127;RUSSIAN RUBLE (NEW);RUB;311;4;2022
128;RWANDA FRANC;RWF;22;4;2022
129;SAUDI RYAL;SAR;6299;4;2022
130;SOLOMON ISLANDS DOLLAR;SBD;2645;4;2022
131;SEYCHELLESS RUPEE;SCR;1762;4;2022
132;SUDANESE DINAR;SDD;118;4;2022
133;SDR;SDR;0;4;2022
134;SWEDISH KRONA;SEK;2254;4;2022
135;SINGAPORE DOLLAR;SGD;17583;4;2022
136;ST HELENA POUND;SHP;19051;4;2022
137;SLOVAKKORUNA;SKK;1096;4;2022
138;LEONE;SLL;1;4;2022
139;SOMA SHILING;SOS;42;4;2022
140;SURINAME DOLLAR;SRD;659;4;2022
141;DOBRA;STD;1;4;2022
142;EL SALVADOR COLON;SVC;2700;4;2022
143;SYRIAN POUND;SYP;9;4;2022
144;LILANGENI;SZL;1326;4;2022
145;TAJIK RUBLE;TJR;10;4;2022
146;MANAT;TMM;2;4;2022
147;TUNISIAN DINAR;TND;7620;4;2022
148;PAANGA;TOP;9682;4;2022
149;TRINIDAD &TOBACO DOLLAR;TTD;3500;4;2022
150;NEW TAIWAN DOLLAR;TWD;772;4;2022
151;TANZANIAN SHILLING;TZS;10;4;2022
152;BAHT;THB;681;4;2022
153;NEW TURKISH LIRA;TRY;1249;4;2022
154;HRYVNIA;UAH;640;4;2022
155;UGANDA SHILING;UGX;6;4;2022
156;RUP XO VIET;USR;307;4;2022
157;PESO URUGUAYO;UYU;608;4;2022
158;UZBEKISTAN SUM;UZS;2;4;2022
159;BOLIVAR;VEF;0;4;2022
160;VATU;VUV;202;4;2022
161;TALA;WST;8497;4;2022
162;CFA FRANC BEAC;XAF;39;4;2022
163;EAST CARIBEAN DOLLAR;XCD;8749;4;2022
164;CFA FRANC BEAC;XAF;39;4;2022
165;CFP FRANC;XPF;217;4;2022
166;YEMENI RIAL;YER;94;4;2022
167;RAND;ZAR;1326;4;2022
168;KWACHA;ZMK;23;4;2022
;ĐÔLA Mỹ ;USD;23623;4;2022
1;UAE DIRHAM;AED;6333;3;2022
2;AFGHAN AFGHANI;AFN;264;3;2022
3;LEK;ALL;196;3;2022
4;ARMENIAN DRAM;AMD;58;3;2022
5;NETH ANTILLIAN GUILDER;ANG;13081;3;2022
6;ANGOLAN KWANZA;AOA;55;3;2022
7;KWANZA REAJUSTADO;AOR;55;3;2022
8;ARGENTINE PESO;ARS;158;3;2022
9;AUSTRALIAN DOLLAR;AUD;15695;3;2022
10;ARUBAN GUILDER;AWG;13081;3;2022
11;AZERBAIJANIAN MANAT;AZN;13778;3;2022
12;CONVERTIBLE MARKS;BAM;11643;3;2022
13;BARBADOS DOLLAR;BBD;11643;3;2022
14;TAKA;BDT;230;3;2022
15;LEV;BGN;11643;3;2022
16;BAHARAINI DINAR;BHD;61276;3;2022
17;BURUNDI FRANC;BIF;11;3;2022
18;BERMUDIAN DOLLAR;BMD;23285;3;2022
19;BRUNEI DOLLAR;BND;16283;3;2022
20;BOLIVIANO;BOB;3394;3;2022
21;MVDOL;BOV;3394;3;2022
22;BRAZILIAN REAL;BRL;4490;3;2022
23;BAHAMIAN DOLLAR;BSD;23285;3;2022
24;NGULTRUM;BTN;285;3;2022
25;PULA;BWP;1724;3;2022
26;BELARUSIAN RUBLE;BYB;1;3;2022
27;BELIZE DOLLAR;BZD;11701;3;2022
28;CANADIAN DOLLAR;CAD;17604;3;2022
29;FRANC CONGOLAIS;CDF;12;3;2022
30;UNIDADES DE FOMENTO;CLF;24;3;2022
31;CHILEAN PESO;CLP;24;3;2022
32;YAN RENMINBI;CNY;3336;3;2022
33;COLOMBIAN PESO;COP;5;3;2022
34;COSTA RICAN COLON;CRC;37;3;2022
35;CZECH KORUNA;CZK;931;3;2022
36;CUBAN PESO;CUP;970;3;2022
37;CAPE VERDE ESCUDO;CVE;207;3;2022
38;CZECH KORUNA;CZK;931;3;2022
39;SWISS FRANC;CHF;23936;3;2022
40;EAST GERMAN MARK;DDM;10489;3;2022
41;DEUTSCH MARK;DEM;10489;3;2022
42;DJIBOUTI FRANC;DJF;131;3;2022
43;DANISH KRONE;DKK;3113;3;2022
44;DOMINICAN PESO;DOP;440;3;2022
45;ALGERIAN DINAR;DZD;167;3;2022
46;SUCRE;ECS;1;3;2022
47;UNIDAD DE VALOR CONSTANTE(UVC);ECV;1;3;2022
48;EGYPTIAN POUND;EGP;1195;3;2022
49;NAKFA;ERN;1552;3;2022
50;ETHIOPIAN BIRR;ETB;443;3;2022
51;EURO;EUR;23148;3;2022
52;FIJI DOLLAR;FJD;9994;3;2022
53;FALKLAND ISLANDS POUND;FKP;21168;3;2022
54;FRENCH FRANC;FRF;3134;3;2022
55;POUND STERLING;GBP;26713;3;2022
56;LARI;GEL;8286;3;2022
57;CEDI;GHC;3;3;2022
58;DALASI;GMD;408;3;2022
59;GUINEA FRANC;GNF;3;3;2022
60;QUETZAL;GTQ;2962;3;2022
61;GUINEA BISSAU PESO;GWP;0;3;2022
62;GUYANA DOLLAR;GYD;112;3;2022
63;GIBRALTAR POUND;GIP;21168;3;2022
64;HONGKONG DOLLAR;HKD;2964;3;2022
65;LEMPIRA;HNL;947;3;2022
66;KUNA;HRK;3032;3;2022
67;GOURDE;HTG;199;3;2022
68;FORINT;HUE;54;3;2022
69;RUPIAH;IDR;2;3;2022
70;NEW ISRAELI SHEKEL;ILS;6559;3;2022
71;INDIAN RUPEE;INR;292;3;2022
72;IRAQI DINAR;IQD;16;3;2022
73;IRANIAN RIAL;IRR;1;3;2022
74;ICELAND KRONA;ISK;163;3;2022
75;JAMACAN DOLLAR;JMD;156;3;2022
76;JORDANIAN DINAR;JOD;32796;3;2022
77;YEN;JPY;163;3;2022
78;KENYAN SIBLING;KES;193;3;2022
79;SOM;KGS;290;3;2022
80;COMORO FRANC;KMF;46;3;2022
81;NORTH KOREAN WON;KPW;179;3;2022
82;WON;KRW;17;3;2022
83;KUWAITI DINAR;KWD;75113;3;2022
84;CAYMAN ISLANDS DOLLAR;KYD;28054;3;2022
85;TENGE;KZT;49;3;2022
86;RIEL;KHR;6;3;2022
87;KIP;LAK;1;3;2022
88;LIBIAN POUND;LBP;15;3;2022
89;SRILANCA RUPEE;LKR;66;3;2022
90;LIBERIAN DOLLAR;LRD;153;3;2022
91;LOTI;LSL;1293;3;2022
92;LITHUANIAN LITAS;LTL;8170;3;2022
93;LUXEMBOURG FRANC;LUF;510;3;2022
94;LEBANESE DINAR;LYD;4620;3;2022
95;MOROCCAN DIRHAM;MAD;2119;3;2022
96;MOLDOVAN LEU;MDL;1199;3;2022
97;MALAGASY ARIARY;MGA;6;3;2022
98;DENAR;MKD;369;3;2022
99;KYAT;MMK;11;3;2022
100;TUGRIK;MNT;7;3;2022
101;PATACA;MOP;2877;3;2022
102;OUGUIYA;MRO;65;3;2022
103;MAURITUS RUPEE;MUR;517;3;2022
104;RUFIYAA;MVR;1510;3;2022
105;KWACHA;ZMK;23;3;2022
106;MAXICAN PESO;MXN;1154;3;2022
107;MEXUNIDAD DE INVERSIOR;MXV;1154;3;2022
108;MALAYSIAN RINGGIT;MYR;5149;3;2022
109;MOZAMBICAN METICAL;MZN;368;3;2022
110;NAMIBIA DOLLAR;NAD;1296;3;2022
111;CORDOBA ORO;NIO;648;3;2022
112;NORWEGIAN KRONE;NOK;2305;3;2022
113;NEPALESE RUPEE;NPR;178;3;2022
114;NEWZELAND DOLLAR;NZD;13959;3;2022
115;NAIRA;NGN;54;3;2022
116;RIAL OMANI;OMR;61276;3;2022
117;BALBOA;PAB;23285;3;2022
118;NUEVO SOL;PEN;5880;3;2022
119;KINA;PGK;6432;3;2022
120;PAKISTAN RUPEE;PKR;102;3;2022
121;ZLOTY;PLN;4897;3;2022
122;GUARANI;PYG;3;3;2022
123;PHILIPINE PESO;PHP;397;3;2022
124;QATARI RIAL;QAR;6397;3;2022
125;RUP CHUYỂN NHƯỢNG;RCN;23285;3;2022
126;LEU;RON;4611;3;2022
127;RUSSIAN RUBLE (NEW);RUB;386;3;2022
128;RWANDA FRANC;RWF;22;3;2022
129;SAUDI RYAL;SAR;6193;3;2022
130;SOLOMON ISLANDS DOLLAR;SBD;2792;3;2022
131;SEYCHELLESS RUPEE;SCR;1775;3;2022
132;SUDANESE DINAR;SDD;116;3;2022
133;SDR;SDR;0;3;2022
134;SWEDISH KRONA;SEK;2157;3;2022
135;SINGAPORE DOLLAR;SGD;16540;3;2022
136;ST HELENA POUND;SHP;19086;3;2022
137;SLOVAKKORUNA;SKK;1081;3;2022
138;LEONE;SLL;2;3;2022
139;SOMA SIBLING;SOS;41;3;2022
